ClaimNo,AccidentDate,ReportDate,Line,Type,ClaimLiability,Limit,Deductible,TotalPayment,PaymentDate,CloseDate,Status,reportedCount,closedPaidCount,closedUnPaidCount,openCount,Paid,Outstanding,Incurred
16729,2010-02-01,4/29/2010,Auto,PD,True,15000.0,1000,6664.2592859999995,2014-06-12,6/12/2014,CLOSED,1,1,0,0,6664.2592859999995,0,6664.2592859999995
16730,2010-02-09,3/7/2010,Auto,PD,True,20000.0,1000,5875.268131,2010-09-03,9/3/2010,CLOSED,1,1,0,0,5875.268131,0,5875.268131
16731,2010-02-14,3/26/2010,Auto,PD,True,20000.0,1000,4158.093135,2013-11-22,11/22/2013,CLOSED,1,1,0,0,4158.093135,0,4158.093135
16732,2010-02-16,6/25/2010,Auto,PD,True,20000.0,1000,3183.367297,2011-03-25,3/25/2011,CLOSED,1,1,0,0,3183.367297,0,3183.367297
16733,2010-02-21,3/4/2010,Auto,PD,True,15000.0,1000,10069.87302,2010-03-13,3/13/2010,CLOSED,1,1,0,0,10069.87302,0,10069.87302
16734,2010-02-16,9/2/2010,Auto,PD,True,15000.0,1000,7382.4842849999995,2011-01-29,1/29/2011,CLOSED,1,1,0,0,7382.4842849999995,0,7382.4842849999995
16735,2010-02-06,2/21/2010,Auto,PD,True,20000.0,1000,1840.94323,2010-08-09,8/9/2010,CLOSED,1,1,0,0,1840.94323,0,1840.94323
16736,2010-02-15,6/6/2010,Auto,PD,True,20000.0,1000,8836.30005,2012-02-11,2/11/2012,CLOSED,1,1,0,0,8836.30005,0,8836.30005
16737,2010-02-20,3/12/2010,Auto,PD,True,15000.0,1000,13306.9344,2010-10-21,10/21/2010,CLOSED,1,1,0,0,13306.9344,0,13306.9344
16738,2010-02-03,4/5/2010,Auto,PD,True,20000.0,1000,4610.051202000001,2010-05-24,5/24/2010,CLOSED,1,1,0,0,4610.051202000001,0,4610.051202000001
16739,2010-02-15,7/6/2010,Auto,PD,True,20000.0,1000,2102.482072,2010-11-08,11/8/2010,CLOSED,1,1,0,0,2102.482072,0,2102.482072
16740,2010-02-04,3/23/2010,Auto,PD,True,20000.0,1000,2411.003835,2011-03-27,3/27/2011,CLOSED,1,1,0,0,2411.003835,0,2411.003835
16741,2010-02-08,5/15/2010,Auto,PD,True,15000.0,1000,6437.645099,2010-06-29,6/29/2010,CLOSED,1,1,0,0,6437.645099,0,6437.645099
16742,2010-02-10,3/1/2010,Auto,PD,True,8000.0,1000,7000.0,2013-07-30,7/30/2013,CLOSED,1,1,0,0,7000.0,0,7000.0
16743,2010-02-20,4/9/2010,Auto,PD,True,20000.0,1000,4503.348506,2010-04-22,4/22/2010,CLOSED,1,1,0,0,4503.348506,0,4503.348506
16744,2010-02-10,10/13/2010,Auto,PD,True,15000.0,1000,14000.0,2012-09-15,9/15/2012,CLOSED,1,1,0,0,14000.0,0,14000.0
16745,2010-02-20,5/17/2010,Auto,PD,True,15000.0,1000,6233.326264,2010-07-10,7/10/2010,CLOSED,1,1,0,0,6233.326264,0,6233.326264
16746,2010-02-22,3/18/2010,Auto,PD,True,20000.0,1000,1778.6685969999999,2010-10-19,10/19/2010,CLOSED,1,1,0,0,1778.6685969999999,0,1778.6685969999999
16747,2010-02-05,9/25/2010,Auto,PD,True,20000.0,1000,10060.67379,2011-02-04,2/4/2011,CLOSED,1,1,0,0,10060.67379,0,10060.67379
16748,2010-02-17,4/13/2010,Auto,PD,True,20000.0,1000,16105.137209999999,2011-11-10,11/10/2011,CLOSED,1,1,0,0,16105.137209999999,0,16105.137209999999
16749,2010-02-20,8/14/2010,Auto,PD,True,20000.0,1000,3431.08099,2012-08-11,8/11/2012,CLOSED,1,1,0,0,3431.08099,0,3431.08099
16750,2010-02-04,2/27/2010,Auto,PD,True,8000.0,1000,4187.094397,2010-06-17,6/17/2010,CLOSED,1,1,0,0,4187.094397,0,4187.094397
16751,2010-02-05,2/19/2010,Auto,PD,True,20000.0,1000,19000.0,2010-08-28,8/28/2010,CLOSED,1,1,0,0,19000.0,0,19000.0
16752,2010-02-14,3/17/2010,Auto,PD,False,20000.0,1000,0.0,2011-07-29,7/29/2011,CLOSED,1,0,1,0,0.0,0,0.0
16753,2010-02-04,2/17/2010,Auto,PD,True,20000.0,1000,16434.96112,2010-09-21,9/21/2010,CLOSED,1,1,0,0,16434.96112,0,16434.96112
16754,2010-02-09,4/4/2010,Auto,PD,True,20000.0,1000,11767.43702,2011-01-08,1/8/2011,CLOSED,1,1,0,0,11767.43702,0,11767.43702
16755,2010-02-23,4/6/2010,Auto,PD,True,20000.0,1000,2998.966307,2010-11-25,11/25/2010,CLOSED,1,1,0,0,2998.966307,0,2998.966307
16756,2010-02-27,3/3/2010,Auto,PD,True,15000.0,1000,10955.99531,2012-06-28,6/28/2012,CLOSED,1,1,0,0,10955.99531,0,10955.99531
16757,2010-02-15,3/10/2010,Auto,PD,True,8000.0,1000,6942.230762,2013-09-28,9/28/2013,CLOSED,1,1,0,0,6942.230762,0,6942.230762
16758,2010-02-04,2/6/2010,Auto,PD,True,20000.0,1000,6013.92126,2010-06-24,6/24/2010,CLOSED,1,1,0,0,6013.92126,0,6013.92126
16759,2010-02-06,3/28/2010,Auto,PD,True,15000.0,1000,1706.5088870000002,2010-11-27,11/27/2010,CLOSED,1,1,0,0,1706.5088870000002,0,1706.5088870000002
16760,2010-02-25,5/25/2010,Auto,PD,True,8000.0,1000,7000.0,2010-09-07,9/7/2010,CLOSED,1,1,0,0,7000.0,0,7000.0
16761,2010-02-22,3/26/2010,Auto,PD,True,8000.0,1000,7000.0,2010-03-27,3/27/2010,CLOSED,1,1,0,0,7000.0,0,7000.0
16762,2010-02-12,2/21/2010,Auto,PD,True,15000.0,1000,14000.0,2011-04-29,4/29/2011,CLOSED,1,1,0,0,14000.0,0,14000.0
16763,2010-03-27,4/28/2010,Auto,PD,True,20000.0,1000,6977.6200340000005,2011-06-17,6/17/2011,CLOSED,1,1,0,0,6977.6200340000005,0,6977.6200340000005
16764,2010-03-28,4/8/2010,Auto,PD,True,20000.0,1000,13166.682840000001,2011-04-17,4/17/2011,CLOSED,1,1,0,0,13166.682840000001,0,13166.682840000001
16765,2010-03-24,6/6/2010,Auto,PD,True,8000.0,1000,7000.0,2012-07-16,7/16/2012,CLOSED,1,1,0,0,7000.0,0,7000.0
16766,2010-03-18,4/8/2010,Auto,PD,False,8000.0,1000,0.0,2010-06-07,6/7/2010,CLOSED,1,0,1,0,0.0,0,0.0
16767,2010-03-11,5/3/2010,Auto,PD,True,20000.0,1000,10348.04947,2011-02-11,2/11/2011,CLOSED,1,1,0,0,10348.04947,0,10348.04947
16768,2010-03-27,5/17/2010,Auto,PD,True,8000.0,1000,7000.0,2010-07-02,7/2/2010,CLOSED,1,1,0,0,7000.0,0,7000.0
16769,2010-03-20,4/4/2010,Auto,PD,True,15000.0,1000,8741.470315999999,2014-10-19,10/19/2014,CLOSED,1,1,0,0,8741.470315999999,0,8741.470315999999
16770,2010-03-05,10/31/2010,Auto,PD,True,8000.0,1000,7000.0,2010-11-03,11/3/2010,CLOSED,1,1,0,0,7000.0,0,7000.0
16771,2010-03-01,4/7/2010,Auto,PD,True,15000.0,1000,8652.763385,2010-05-29,5/29/2010,CLOSED,1,1,0,0,8652.763385,0,8652.763385
16772,2010-03-16,3/30/2010,Auto,PD,True,15000.0,1000,4631.8759789999995,2011-01-30,1/30/2011,CLOSED,1,1,0,0,4631.8759789999995,0,4631.8759789999995
16773,2010-03-01,3/11/2010,Auto,PD,True,20000.0,1000,2029.0132879999999,2010-06-17,6/17/2010,CLOSED,1,1,0,0,2029.0132879999999,0,2029.0132879999999
16774,2010-03-20,3/29/2010,Auto,PD,True,15000.0,1000,5004.719864,2010-12-16,12/16/2010,CLOSED,1,1,0,0,5004.719864,0,5004.719864
16775,2010-03-05,7/28/2010,Auto,PD,True,15000.0,1000,9703.001615000001,2010-11-09,11/9/2010,CLOSED,1,1,0,0,9703.001615000001,0,9703.001615000001
16776,2010-03-15,3/27/2010,Auto,PD,True,20000.0,1000,13436.010069999998,2010-04-05,4/5/2010,CLOSED,1,1,0,0,13436.010069999998,0,13436.010069999998
16777,2010-03-16,5/18/2010,Auto,PD,True,8000.0,1000,7000.0,2012-09-03,9/3/2012,CLOSED,1,1,0,0,7000.0,0,7000.0
16778,2010-03-12,10/25/2010,Auto,PD,True,20000.0,1000,1180.247567,2011-12-02,12/2/2011,CLOSED,1,1,0,0,1180.247567,0,1180.247567
16779,2010-03-15,9/18/2010,Auto,PD,True,20000.0,1000,6826.517967,2012-01-05,1/5/2012,CLOSED,1,1,0,0,6826.517967,0,6826.517967
16780,2010-03-30,9/11/2010,Auto,PD,True,15000.0,1000,5845.723275,2011-03-25,3/25/2011,CLOSED,1,1,0,0,5845.723275,0,5845.723275
16781,2010-03-03,8/8/2010,Auto,PD,True,20000.0,1000,10563.21223,2011-03-31,3/31/2011,CLOSED,1,1,0,0,10563.21223,0,10563.21223
16782,2010-03-13,3/14/2010,Auto,PD,True,15000.0,1000,8098.506912999999,2011-02-01,2/1/2011,CLOSED,1,1,0,0,8098.506912999999,0,8098.506912999999
16783,2010-03-25,5/17/2010,Auto,PD,True,20000.0,1000,15645.51947,2011-04-05,4/5/2011,CLOSED,1,1,0,0,15645.51947,0,15645.51947
16784,2010-03-21,5/25/2010,Auto,PD,True,15000.0,1000,1507.2551330000001,2010-06-14,6/14/2010,CLOSED,1,1,0,0,1507.2551330000001,0,1507.2551330000001
16785,2010-03-01,3/2/2010,Auto,PD,True,15000.0,1000,14000.0,2010-04-30,4/30/2010,CLOSED,1,1,0,0,14000.0,0,14000.0
16786,2010-03-27,5/7/2010,Auto,PD,False,20000.0,1000,0.0,2011-01-27,1/27/2011,CLOSED,1,0,1,0,0.0,0,0.0
16787,2010-03-24,4/29/2010,Auto,PD,True,20000.0,1000,5194.1817710000005,2011-01-04,1/4/2011,CLOSED,1,1,0,0,5194.1817710000005,0,5194.1817710000005
16788,2010-03-27,6/19/2010,Auto,PD,True,20000.0,1000,11718.52647,2011-05-20,5/20/2011,CLOSED,1,1,0,0,11718.52647,0,11718.52647
16789,2010-03-24,4/11/2010,Auto,PD,True,20000.0,1000,3238.375098,2010-07-17,7/17/2010,CLOSED,1,1,0,0,3238.375098,0,3238.375098
16790,2010-03-23,10/7/2010,Auto,PD,False,20000.0,1000,0.0,2010-11-24,11/24/2010,CLOSED,1,0,1,0,0.0,0,0.0
16791,2010-03-10,3/12/2010,Auto,PD,True,20000.0,1000,9156.053894,2010-05-29,5/29/2010,CLOSED,1,1,0,0,9156.053894,0,9156.053894
16792,2010-03-13,5/2/2010,Auto,PD,True,20000.0,1000,11575.75569,2010-08-21,8/21/2010,CLOSED,1,1,0,0,11575.75569,0,11575.75569
16793,2010-03-08,3/16/2010,Auto,PD,True,8000.0,1000,5329.843965999999,2010-10-02,10/2/2010,CLOSED,1,1,0,0,5329.843965999999,0,5329.843965999999
16794,2010-03-25,8/24/2010,Auto,PD,True,15000.0,1000,7884.867467,2010-12-06,12/6/2010,CLOSED,1,1,0,0,7884.867467,0,7884.867467
16795,2010-03-13,5/13/2010,Auto,PD,True,15000.0,1000,3095.9653,2011-03-06,3/6/2011,CLOSED,1,1,0,0,3095.9653,0,3095.9653
16796,2010-03-26,8/12/2010,Auto,PD,True,20000.0,1000,12530.1821,2010-10-05,10/5/2010,CLOSED,1,1,0,0,12530.1821,0,12530.1821
16797,2010-03-10,6/8/2010,Auto,PD,True,15000.0,1000,2231.826393,2011-05-19,5/19/2011,CLOSED,1,1,0,0,2231.826393,0,2231.826393
16798,2010-03-07,4/7/2010,Auto,PD,False,8000.0,1000,0.0,2010-07-02,7/2/2010,CLOSED,1,0,1,0,0.0,0,0.0
16799,2010-03-07,11/13/2010,Auto,PD,False,15000.0,1000,0.0,2012-11-19,11/19/2012,CLOSED,1,0,1,0,0.0,0,0.0
16800,2010-03-02,7/2/2010,Auto,PD,False,20000.0,1000,0.0,2011-03-01,3/1/2011,CLOSED,1,0,1,0,0.0,0,0.0
16801,2010-03-15,7/3/2010,Auto,PD,False,8000.0,1000,0.0,2011-05-26,5/26/2011,CLOSED,1,0,1,0,0.0,0,0.0
16802,2010-03-12,8/16/2010,Auto,PD,True,15000.0,1000,9637.752723,2011-01-04,1/4/2011,CLOSED,1,1,0,0,9637.752723,0,9637.752723
16803,2010-03-10,4/3/2010,Auto,PD,True,15000.0,1000,8913.867773,2010-10-08,10/8/2010,CLOSED,1,1,0,0,8913.867773,0,8913.867773
16804,2010-03-23,5/2/2010,Auto,PD,True,15000.0,1000,14000.0,2010-05-07,5/7/2010,CLOSED,1,1,0,0,14000.0,0,14000.0
16805,2010-03-15,8/17/2010,Auto,PD,True,15000.0,1000,6458.815192,2010-11-22,11/22/2010,CLOSED,1,1,0,0,6458.815192,0,6458.815192
16806,2010-03-12,12/14/2010,Auto,PD,True,20000.0,1000,940.3003031999999,2010-12-19,12/19/2010,CLOSED,1,1,0,0,940.3003031999999,0,940.3003031999999
16807,2010-03-19,5/20/2010,Auto,PD,True,15000.0,1000,6243.553889,2012-10-14,10/14/2012,CLOSED,1,1,0,0,6243.553889,0,6243.553889
16808,2010-03-24,4/30/2010,Auto,PD,True,20000.0,1000,14496.27667,2011-12-28,12/28/2011,CLOSED,1,1,0,0,14496.27667,0,14496.27667
16809,2010-03-28,4/8/2010,Auto,PD,True,20000.0,1000,6438.886526,2010-07-18,7/18/2010,CLOSED,1,1,0,0,6438.886526,0,6438.886526
16810,2010-03-09,8/26/2010,Auto,PD,True,8000.0,1000,7000.0,2010-10-10,10/10/2010,CLOSED,1,1,0,0,7000.0,0,7000.0
16811,2010-03-27,11/14/2010,Auto,PD,True,8000.0,1000,1048.710966,2011-10-10,10/10/2011,CLOSED,1,1,0,0,1048.710966,0,1048.710966
16812,2010-03-02,12/12/2010,Auto,PD,True,15000.0,1000,6537.409545,2011-03-25,3/25/2011,CLOSED,1,1,0,0,6537.409545,0,6537.409545
16813,2010-03-17,4/24/2010,Auto,PD,True,20000.0,1000,6371.888256,2011-01-26,1/26/2011,CLOSED,1,1,0,0,6371.888256,0,6371.888256
16814,2010-03-20,5/22/2010,Auto,PD,True,15000.0,1000,2183.5270010000004,2011-07-22,7/22/2011,CLOSED,1,1,0,0,2183.5270010000004,0,2183.5270010000004
16815,2010-03-14,3/21/2010,Auto,PD,True,20000.0,1000,10112.41333,2011-01-06,1/6/2011,CLOSED,1,1,0,0,10112.41333,0,10112.41333
16816,2010-03-07,3/12/2010,Auto,PD,True,15000.0,1000,9500.731862,2010-04-30,4/30/2010,CLOSED,1,1,0,0,9500.731862,0,9500.731862
16817,2010-03-05,9/26/2010,Auto,PD,True,15000.0,1000,14000.0,2011-07-25,7/25/2011,CLOSED,1,1,0,0,14000.0,0,14000.0
16818,2010-03-01,11/17/2010,Auto,PD,True,20000.0,1000,5905.719628,2011-01-25,1/25/2011,CLOSED,1,1,0,0,5905.719628,0,5905.719628
16819,2010-03-08,4/28/2010,Auto,PD,True,15000.0,1000,5510.79414,2011-03-04,3/4/2011,CLOSED,1,1,0,0,5510.79414,0,5510.79414
16820,2010-03-03,8/27/2010,Auto,PD,True,8000.0,1000,7000.0,2012-08-07,8/7/2012,CLOSED,1,1,0,0,7000.0,0,7000.0
16821,2010-03-08,3/17/2010,Auto,PD,True,15000.0,1000,5505.877811,2012-01-23,1/23/2012,CLOSED,1,1,0,0,5505.877811,0,5505.877811
16822,2010-03-14,11/11/2010,Auto,PD,True,15000.0,1000,3274.761942,2011-04-26,4/26/2011,CLOSED,1,1,0,0,3274.761942,0,3274.761942
16823,2010-03-02,3/30/2010,Auto,PD,True,8000.0,1000,2945.399297,2011-05-20,5/20/2011,CLOSED,1,1,0,0,2945.399297,0,2945.399297
16824,2010-03-01,3/30/2010,Auto,PD,True,20000.0,1000,11725.18799,2010-08-11,8/11/2010,CLOSED,1,1,0,0,11725.18799,0,11725.18799
16825,2010-03-22,4/9/2010,Auto,PD,True,20000.0,1000,11127.84281,2011-04-28,4/28/2011,CLOSED,1,1,0,0,11127.84281,0,11127.84281
16826,2010-03-18,3/19/2010,Auto,PD,True,15000.0,1000,7983.852113,2010-06-07,6/7/2010,CLOSED,1,1,0,0,7983.852113,0,7983.852113
16827,2010-03-02,5/2/2010,Auto,PD,True,15000.0,1000,4748.846759,2010-10-09,10/9/2010,CLOSED,1,1,0,0,4748.846759,0,4748.846759
16828,2010-03-25,6/7/2010,Auto,PD,True,20000.0,1000,4386.799327000001,2010-10-08,10/8/2010,CLOSED,1,1,0,0,4386.799327000001,0,4386.799327000001
16829,2010-03-13,5/7/2010,Auto,PD,True,15000.0,1000,2807.42487,2012-01-30,1/30/2012,CLOSED,1,1,0,0,2807.42487,0,2807.42487
16830,2010-03-09,3/11/2010,Auto,PD,True,20000.0,1000,2530.863355,2012-04-22,4/22/2012,CLOSED,1,1,0,0,2530.863355,0,2530.863355
16831,2010-03-09,4/2/2010,Auto,PD,True,20000.0,1000,7887.146189,2011-08-28,8/28/2011,CLOSED,1,1,0,0,7887.146189,0,7887.146189
16832,2010-03-02,3/3/2010,Auto,PD,True,20000.0,1000,9565.504146,2010-10-26,10/26/2010,CLOSED,1,1,0,0,9565.504146,0,9565.504146
16833,2010-03-03,5/22/2010,Auto,PD,True,15000.0,1000,6815.22575,2010-08-09,8/9/2010,CLOSED,1,1,0,0,6815.22575,0,6815.22575
16834,2010-03-03,4/27/2010,Auto,PD,True,15000.0,1000,4858.072793,2010-10-30,10/30/2010,CLOSED,1,1,0,0,4858.072793,0,4858.072793
16835,2010-03-21,4/10/2010,Auto,PD,True,20000.0,1000,8238.911561,2015-10-17,10/17/2015,CLOSED,1,1,0,0,8238.911561,0,8238.911561
16836,2010-03-21,4/9/2010,Auto,PD,True,15000.0,1000,11930.40249,2010-12-22,12/22/2010,CLOSED,1,1,0,0,11930.40249,0,11930.40249
16837,2010-03-12,3/17/2010,Auto,PD,True,20000.0,1000,19000.0,2010-06-03,6/3/2010,CLOSED,1,1,0,0,19000.0,0,19000.0
16838,2010-03-21,5/30/2010,Auto,PD,True,8000.0,1000,7000.0,2011-04-14,4/14/2011,CLOSED,1,1,0,0,7000.0,0,7000.0
16839,2010-03-21,2/14/2011,Auto,PD,True,20000.0,1000,9064.040882,2011-08-26,8/26/2011,CLOSED,1,1,0,0,9064.040882,0,9064.040882
16840,2010-03-27,4/15/2010,Auto,PD,False,8000.0,1000,0.0,2011-09-10,9/10/2011,CLOSED,1,0,1,0,0.0,0,0.0
16841,2010-03-07,10/20/2010,Auto,PD,True,20000.0,1000,4581.6004299999995,2011-10-11,10/11/2011,CLOSED,1,1,0,0,4581.6004299999995,0,4581.6004299999995
16842,2010-03-17,8/5/2010,Auto,PD,True,8000.0,1000,7000.0,2012-01-04,1/4/2012,CLOSED,1,1,0,0,7000.0,0,7000.0
16843,2010-03-19,7/10/2010,Auto,PD,True,20000.0,1000,5711.459831,2010-10-17,10/17/2010,CLOSED,1,1,0,0,5711.459831,0,5711.459831
16844,2010-03-28,3/12/2011,Auto,PD,True,20000.0,1000,4287.839381000001,2012-03-25,3/25/2012,CLOSED,1,1,0,0,4287.839381000001,0,4287.839381000001
16845,2010-03-24,6/21/2010,Auto,PD,False,15000.0,1000,0.0,2011-06-04,6/4/2011,CLOSED,1,0,1,0,0.0,0,0.0
16846,2010-03-18,7/22/2010,Auto,PD,True,15000.0,1000,14000.0,2012-01-27,1/27/2012,CLOSED,1,1,0,0,14000.0,0,14000.0
16847,2010-03-23,6/15/2010,Auto,PD,True,15000.0,1000,9560.443798,2011-02-20,2/20/2011,CLOSED,1,1,0,0,9560.443798,0,9560.443798
16848,2010-03-19,4/22/2010,Auto,PD,True,20000.0,1000,5059.036637,2010-11-15,11/15/2010,CLOSED,1,1,0,0,5059.036637,0,5059.036637
16849,2010-03-15,6/8/2010,Auto,PD,True,8000.0,1000,7000.0,2011-08-09,8/9/2011,CLOSED,1,1,0,0,7000.0,0,7000.0
16850,2010-03-05,6/13/2010,Auto,PD,True,20000.0,1000,14064.729609999999,2013-02-13,2/13/2013,CLOSED,1,1,0,0,14064.729609999999,0,14064.729609999999
16851,2010-03-30,4/18/2010,Auto,PD,True,8000.0,1000,7000.0,2010-08-14,8/14/2010,CLOSED,1,1,0,0,7000.0,0,7000.0
16852,2010-03-04,4/23/2010,Auto,PD,True,20000.0,1000,2506.706294,2011-07-04,7/4/2011,CLOSED,1,1,0,0,2506.706294,0,2506.706294
16853,2010-03-15,6/30/2010,Auto,PD,True,20000.0,1000,5981.159449,2010-11-10,11/10/2010,CLOSED,1,1,0,0,5981.159449,0,5981.159449
16854,2010-03-26,8/3/2010,Auto,PD,True,20000.0,1000,15292.229430000001,2011-12-02,12/2/2011,CLOSED,1,1,0,0,15292.229430000001,0,15292.229430000001
16855,2010-03-19,9/13/2010,Auto,PD,True,20000.0,1000,13135.69111,2011-12-30,12/30/2011,CLOSED,1,1,0,0,13135.69111,0,13135.69111
16856,2010-03-06,6/12/2010,Auto,PD,True,20000.0,1000,5704.219569,2012-09-14,9/14/2012,CLOSED,1,1,0,0,5704.219569,0,5704.219569
16857,2010-03-16,4/26/2010,Auto,PD,True,20000.0,1000,12779.77632,2010-12-03,12/3/2010,CLOSED,1,1,0,0,12779.77632,0,12779.77632
16858,2010-03-29,6/19/2010,Auto,PD,True,8000.0,1000,7000.0,2010-08-03,8/3/2010,CLOSED,1,1,0,0,7000.0,0,7000.0
16859,2010-03-25,5/11/2010,Auto,PD,True,20000.0,1000,5094.919646,2010-05-14,5/14/2010,CLOSED,1,1,0,0,5094.919646,0,5094.919646
16860,2010-03-11,5/26/2010,Auto,PD,True,20000.0,1000,6362.221903000001,2011-11-07,11/7/2011,CLOSED,1,1,0,0,6362.221903000001,0,6362.221903000001
16861,2010-03-26,4/2/2010,Auto,PD,True,20000.0,1000,16664.59744,2010-08-27,8/27/2010,CLOSED,1,1,0,0,16664.59744,0,16664.59744
16862,2010-03-23,4/27/2010,Auto,PD,True,8000.0,1000,3602.029537,2010-07-25,7/25/2010,CLOSED,1,1,0,0,3602.029537,0,3602.029537
16863,2010-03-06,1/17/2011,Auto,PD,True,8000.0,1000,7000.0,2016-01-10,1/10/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
16864,2010-03-18,3/19/2010,Auto,PD,True,8000.0,1000,7000.0,2011-03-01,3/1/2011,CLOSED,1,1,0,0,7000.0,0,7000.0
16865,2010-03-05,5/22/2010,Auto,PD,True,15000.0,1000,11726.0253,2011-01-23,1/23/2011,CLOSED,1,1,0,0,11726.0253,0,11726.0253
16866,2010-03-17,5/6/2010,Auto,PD,True,15000.0,1000,5359.82881,2010-05-20,5/20/2010,CLOSED,1,1,0,0,5359.82881,0,5359.82881
16867,2010-03-26,4/18/2010,Auto,PD,False,15000.0,1000,0.0,2011-01-21,1/21/2011,CLOSED,1,0,1,0,0.0,0,0.0
16868,2010-03-26,8/23/2010,Auto,PD,True,15000.0,1000,4015.646064,2011-05-23,5/23/2011,CLOSED,1,1,0,0,4015.646064,0,4015.646064
16869,2010-03-26,11/13/2010,Auto,PD,True,15000.0,1000,5924.088328,2011-11-24,11/24/2011,CLOSED,1,1,0,0,5924.088328,0,5924.088328
16870,2010-03-04,4/28/2010,Auto,PD,False,20000.0,1000,0.0,2012-01-26,1/26/2012,CLOSED,1,0,1,0,0.0,0,0.0
16871,2010-03-18,6/18/2010,Auto,PD,True,20000.0,1000,12830.08119,2010-12-20,12/20/2010,CLOSED,1,1,0,0,12830.08119,0,12830.08119
16872,2010-03-26,5/18/2010,Auto,PD,False,8000.0,1000,0.0,2010-12-15,12/15/2010,CLOSED,1,0,1,0,0.0,0,0.0
16873,2010-03-12,3/13/2010,Auto,PD,True,8000.0,1000,3880.312585,2012-03-30,3/30/2012,CLOSED,1,1,0,0,3880.312585,0,3880.312585
16874,2010-03-10,9/4/2010,Auto,PD,True,8000.0,1000,7000.0,2011-07-14,7/14/2011,CLOSED,1,1,0,0,7000.0,0,7000.0
16875,2010-03-11,3/25/2010,Auto,PD,True,20000.0,1000,4097.260263,2011-04-19,4/19/2011,CLOSED,1,1,0,0,4097.260263,0,4097.260263
16876,2010-03-16,4/8/2010,Auto,PD,True,20000.0,1000,1383.4213960000002,2011-02-12,2/12/2011,CLOSED,1,1,0,0,1383.4213960000002,0,1383.4213960000002
16877,2010-03-09,1/16/2011,Auto,PD,True,8000.0,1000,7000.0,2011-10-08,10/8/2011,CLOSED,1,1,0,0,7000.0,0,7000.0
16878,2010-03-13,4/23/2010,Auto,PD,True,20000.0,1000,9817.638806,2010-09-22,9/22/2010,CLOSED,1,1,0,0,9817.638806,0,9817.638806
16879,2010-03-27,5/24/2010,Auto,PD,True,8000.0,1000,7000.0,2011-04-11,4/11/2011,CLOSED,1,1,0,0,7000.0,0,7000.0
16880,2010-03-04,3/18/2010,Auto,PD,True,8000.0,1000,6438.593261,2010-05-06,5/6/2010,CLOSED,1,1,0,0,6438.593261,0,6438.593261
16881,2010-03-28,6/1/2010,Auto,PD,True,20000.0,1000,7768.033806999999,2012-01-21,1/21/2012,CLOSED,1,1,0,0,7768.033806999999,0,7768.033806999999
16882,2010-03-23,8/4/2010,Auto,PD,True,20000.0,1000,6693.304277,2012-01-23,1/23/2012,CLOSED,1,1,0,0,6693.304277,0,6693.304277
16883,2010-03-20,4/2/2010,Auto,PD,True,20000.0,1000,9210.022943,2010-07-12,7/12/2010,CLOSED,1,1,0,0,9210.022943,0,9210.022943
16884,2010-03-13,6/22/2010,Auto,PD,True,20000.0,1000,12045.48375,2011-07-03,7/3/2011,CLOSED,1,1,0,0,12045.48375,0,12045.48375
16885,2010-03-27,4/23/2010,Auto,PD,False,20000.0,1000,0.0,2010-07-04,7/4/2010,CLOSED,1,0,1,0,0.0,0,0.0
16886,2010-03-27,7/28/2010,Auto,PD,True,20000.0,1000,5740.512968,2011-07-27,7/27/2011,CLOSED,1,1,0,0,5740.512968,0,5740.512968
16887,2010-03-24,6/28/2010,Auto,PD,True,15000.0,1000,2499.408401,2010-11-12,11/12/2010,CLOSED,1,1,0,0,2499.408401,0,2499.408401
16888,2010-03-11,5/11/2010,Auto,PD,True,20000.0,1000,4665.44462,2011-05-03,5/3/2011,CLOSED,1,1,0,0,4665.44462,0,4665.44462
16889,2010-03-14,5/18/2010,Auto,PD,True,8000.0,1000,7000.0,2012-07-09,7/9/2012,CLOSED,1,1,0,0,7000.0,0,7000.0
16890,2010-03-29,5/7/2010,Auto,PD,True,15000.0,1000,2960.364409,2010-05-26,5/26/2010,CLOSED,1,1,0,0,2960.364409,0,2960.364409
16891,2010-03-16,3/20/2010,Auto,PD,True,8000.0,1000,3485.705253,2011-05-02,5/2/2011,CLOSED,1,1,0,0,3485.705253,0,3485.705253
16892,2010-03-01,4/10/2010,Auto,PD,True,20000.0,1000,12888.031140000001,2010-05-18,5/18/2010,CLOSED,1,1,0,0,12888.031140000001,0,12888.031140000001
16893,2010-03-04,8/16/2010,Auto,PD,True,20000.0,1000,1435.9272839999999,2012-06-23,6/23/2012,CLOSED,1,1,0,0,1435.9272839999999,0,1435.9272839999999
16894,2010-03-30,8/24/2010,Auto,PD,True,8000.0,1000,6577.2901600000005,2012-02-27,2/27/2012,CLOSED,1,1,0,0,6577.2901600000005,0,6577.2901600000005
16895,2010-03-24,5/19/2010,Auto,PD,False,15000.0,1000,0.0,2010-09-27,9/27/2010,CLOSED,1,0,1,0,0.0,0,0.0
16896,2010-03-26,8/25/2010,Auto,PD,True,20000.0,1000,4700.649065,2011-11-22,11/22/2011,CLOSED,1,1,0,0,4700.649065,0,4700.649065
